place_id,name,address,lat,lng,rating,rating_total,zipcode,weekday,Total Business Hour
ChIJAQAAwJu1RIYR0Uxbdso1umU,Gregory Gymnasium,"2101 Speedway, Austin, TX 78712, United States",30.2843488,-97.7367912,4.5,514.0,78712,"['Monday: 6:00\u202fAM\u2009\u200912:00\u202fAM', 'Tuesday: 6:00\u202fAM\u2009\u200912:00\u202fAM', 'Wednesday: 6:00\u202fAM\u2009\u200912:00\u202fAM', 'Thursday: 6:00\u202fAM\u2009\u200912:00\u202fAM', 'Friday: 6:00\u202fAM\u2009\u200910:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009\u200910:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009\u200912:00\u202fAM']",56.0
ChIJ4aq1e0LKRIYRd56yP_QSr9k,Travis County Strength,"4507 Airport Blvd, Austin, TX 78751, United States",30.3033254,-97.7156821,4.9,67.0,78751,"['Monday: 5:30\u202fAM\u2009\u20098:00\u202fPM', 'Tuesday: 5:30\u202fAM\u2009\u20098:00\u202fPM', 'Wednesday: 5:30\u202fAM\u2009\u20098:00\u202fPM', 'Thursday: 5:30\u202fAM\u2009\u20098:00\u202fPM', 'Friday: 5:30\u202fAM\u2009\u20098:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009\u200912:00\u202fPM', 'Sunday: Closed']",89.5
ChIJvyvUp3_KRIYRT6unaEHNPMU,Anytime Fitness,"3407 Guadalupe St, Austin, TX 78705, United States",30.3005891,-97.7392142,4.1,96.0,78705,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",168.0
ChIJGz-OvHK1RIYRGENTa5vNjeg,Castle Hill Fitness Gym & Spa,"1112 N Lamar Blvd, Austin, TX 78703, United States",30.2765897,-97.7518825,4.7,56.0,78703,"['Monday: 5:30\u202fAM\u2009\u200910:00\u202fPM', 'Tuesday: 5:30\u202fAM\u2009\u200910:00\u202fPM', 'Wednesday: 5:30\u202fAM\u2009\u200910:00\u202fPM', 'Thursday: 5:30\u202fAM\u2009\u200910:00\u202fPM', 'Friday: 5:30\u202fAM\u2009\u20097:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009\u20097:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009\u20097:00\u202fPM']",101.5
ChIJxTigl3vKRIYRTVjlTFHChPo,Hyde Park Gym,"4125 Guadalupe St, Austin, TX 78751, United States",30.307163,-97.7351586,4.8,121.0,78751,"['Monday: 6:00\u202fAM\u2009\u20099:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009\u20099:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009\u20099:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009\u20099:00\u202fPM', 'Friday: 6:00\u202fAM\u2009\u20099:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009\u20097:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009\u20097:00\u202fPM']",98.0
ChIJrZF1ZKfORIYRuLjBoXzBtRA,Big Tex Gym,"1921 Cedar Bend Dr A 130, Austin, TX 78758, United States",30.40757559999999,-97.6981419,4.8,226.0,78758,"['Monday: 7:00\u202fAM\u2009\u20099:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009\u20099:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009\u20099:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009\u20099:00\u202fPM', 'Friday: 7:00\u202fAM\u2009\u20099:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009\u20093:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009\u20094:00\u202fPM']",81.0
ChIJV6sUakxLW4YR_MeTUOXGKs0,FeV Iron Vault Gym,"2101 W. Ben White BLVD #105 Back of building facing, Redd St, Austin, TX 78704, United States",30.2296924,-97.7913436,5.0,86.0,78704,"['Monday: 7:00\u202fAM\u2009\u20098:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009\u20098:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009\u20098:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009\u20098:00\u202fPM', 'Friday: 7:00\u202fAM\u2009\u20098:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009\u20094:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009\u20094:00\u202fPM']",79.0
ChIJ632GnaDKRIYRjzviqbOm73I,R Fitness,"2425 Exposition Blvd suite e-1, Austin, TX 78703, United States",30.2973428,-97.7670376,4.9,39.0,78703,"['Monday: 11:45\u202fAM\u2009\u20097:30\u202fPM', 'Tuesday: 5:45\u202fAM\u2009\u20097:30\u202fPM', 'Wednesday: 6:15\u202fAM\u2009\u20097:30\u202fPM', 'Thursday: 5:45\u202fAM\u2009\u20097:30\u202fPM', 'Friday: 6:15\u202fAM\u2009\u20091:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009\u200912:00\u202fPM', 'Sunday: 9:15\u202fAM\u2009\u20091:00\u202fPM']",75.0
ChIJf4Ny_n2zRIYRNh3Pr7hx3BY,"Onnit Gym - Austin, TX","4401 Freidrich Ln #301, Austin, TX 78744, United States",30.2066449,-97.7477931,4.9,191.0,78744,"['Monday: 6:00\u202fAM\u2009\u20098:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009\u20096:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009\u20098:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009\u20096:00\u202fPM', 'Friday: 6:00\u202fAM\u2009\u20097:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009\u20092:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009\u20092:00\u202fPM']",75.0
ChIJn3xLEam1RIYRVaWzwE6tyfY,East Austin Athletic Club,"4909 E Cesar Chavez St suite c, Austin, TX 78702, United States",30.2512094,-97.7012831,4.8,86.0,78702,"['Monday: 5:30\u2009\u20099:00\u202fAM, 11:00\u202fAM\u2009\u20091:00\u202fPM, 3:30\u2009\u20097:00\u202fPM', 'Tuesday: 5:30\u2009\u20099:00\u202fAM, 11:00\u202fAM\u2009\u20091:00\u202fPM, 3:30\u2009\u20097:00\u202fPM', 'Wednesday: 5:30\u2009\u20099:00\u202fAM, 11:00\u202fAM\u2009\u20091:00\u202fPM, 3:30\u2009\u20097:00\u202fPM', 'Thursday: 5:30\u2009\u20099:00\u202fAM, 11:00\u202fAM\u2009\u20091:00\u202fPM, 3:30\u2009\u20097:00\u202fPM', 'Friday: 6:00\u2009\u20099:00\u202fAM, 11:00\u202fAM\u2009\u20091:00\u202fPM, 3:00\u2009\u20096:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009\u200912:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009\u200912:00\u202fPM']",74.0
ChIJ3QD4i0C0RIYR5TiI8PmmL_A,Planet Fitness,"1819 S Pleasant Valley Rd, Austin, TX 78741, United States",30.234439,-97.720768,4.3,817.0,78741,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",168.0
ChIJaQRnIFm1RIYRmnphA-DwzGk,Barry's Austin,"408 W 2nd St, Austin, TX 78701, United States",30.265561,-97.7479137,4.7,43.0,78701,"['Monday: 6:00\u202fAM\u2009\u20098:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009\u20098:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009\u20098:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009\u20098:00\u202fPM', 'Friday: 6:00\u202fAM\u2009\u20098:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009\u20092:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009\u20093:00\u202fPM']",84.0
ChIJ67fKLcW3RIYR-vOCNhTncE0,Lift ATX,"1005 Springdale Rd Unit 3, Austin, TX 78721, United States",30.2653422,-97.6944526,4.7,91.0,78721,"['Monday: 5:00\u202fAM\u2009\u200910:00\u202fPM', 'Tuesday: 5:00\u202fAM\u2009\u200910:00\u202fPM', 'Wednesday: 5:00\u202fAM\u2009\u200910:00\u202fPM', 'Thursday: 5:00\u202fAM\u2009\u200910:00\u202fPM', 'Friday: 5:00\u202fAM\u2009\u200910:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009\u20096:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009\u20095:00\u202fPM']",105.0
ChIJ2Xj42hG1RIYRDjhdHZglX0k,ADAPT Fitness,"211 Walter Seaholm Drive, UG-100, Austin, TX 78701, United States",30.267489,-97.752658,5.0,28.0,78701,"['Monday: 6:30\u202fAM\u2009\u20097:30\u202fPM', 'Tuesday: 6:30\u202fAM\u2009\u20097:30\u202fPM', 'Wednesday: 6:30\u202fAM\u2009\u20097:30\u202fPM', 'Thursday: 6:30\u202fAM\u2009\u20097:30\u202fPM', 'Friday: 6:30\u202fAM\u2009\u20097:30\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",65.0
ChIJCRvzjZm1RIYRcJ9FjtmT0fo,Recreational Sports Center,"2001 San Jacinto Blvd, Austin, TX 78712, United States",30.2814789,-97.732908,4.6,41.0,78712,"['Monday: 6:00\u202fAM\u2009\u200911:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009\u200911:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009\u200911:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009\u200911:00\u202fPM', 'Friday: 6:00\u202fAM\u2009\u20098:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009\u20098:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009\u200911:00\u202fPM']",107.0
ChIJQ7j2YQe1RIYRuurPrEGJdWM,R Fitness,"74 Trinity St, Austin, TX 78701, United States",30.260628,-97.741897,4.7,22.0,78701,"['Monday: 6:00\u2009\u20098:15\u202fAM, 5:15\u2009\u20097:30\u202fPM', 'Tuesday: Closed', 'Wednesday: 6:00\u2009\u20098:15\u202fAM, 5:15\u2009\u20097:30\u202fPM', 'Thursday: Closed', 'Friday: 6:00\u2009\u20098:15\u202fAM', 'Saturday: 7:45\u2009\u200911:00\u202fAM', 'Sunday: 8:15\u2009\u200911:45\u202fAM']",18.0
ChIJH8WQ1_i1RIYRvAAnyn0hNEo,Orangetheory Fitness,"1911 Aldrich St #175, Austin, TX 78723, United States",30.2988995,-97.7043597,4.7,165.0,78723,"['Monday: 5:00\u202fAM\u2009\u20098:00\u202fPM', 'Tuesday: 5:00\u202fAM\u2009\u20098:00\u202fPM', 'Wednesday: 5:00\u202fAM\u2009\u20098:00\u202fPM', 'Thursday: 5:00\u202fAM\u2009\u20098:00\u202fPM', 'Friday: 5:00\u202fAM\u2009\u20096:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009\u20092:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009\u20092:00\u202fPM']",87.0
ChIJOadXfVm1RIYR14nZsvZcSyE,Sculpt Physique Fitness,"1717 W 6th St Bldg 2 Suite 110R, Austin, TX 78703, United States",30.276439,-97.7660313,4.9,34.0,78703,"['Monday: 5:30\u202fAM\u2009\u20097:30\u202fPM', 'Tuesday: 5:30\u202fAM\u2009\u20098:15\u202fPM', 'Wednesday: 5:30\u202fAM\u2009\u20097:30\u202fPM', 'Thursday: 5:30\u202fAM\u2009\u20096:45\u202fPM', 'Friday: 5:30\u202fAM\u2009\u20096:30\u202fPM', 'Saturday: 8:15\u2009\u200911:45\u202fAM', 'Sunday: 7:30\u2009\u200911:00\u202fAM']",76.0
ChIJw1zenIq1RIYRLJTo_ZFw4-I,24 Hour Fitness,"1000 E 41st St, Austin, TX 78751, United States",30.301343,-97.7203279,3.6,240.0,78751,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",168.0
ChIJmdm_YCjLRIYRPl7c-OrLBRc,HIT Athletic,"7797 Burnet Rd, Austin, TX 78757, United States",30.3536729,-97.7306642,4.9,55.0,78757,"['Monday: 5:30\u202fAM\u2009\u20099:00\u202fPM', 'Tuesday: 5:30\u202fAM\u2009\u20099:00\u202fPM', 'Wednesday: 5:30\u202fAM\u2009\u20099:00\u202fPM', 'Thursday: 5:30\u202fAM\u2009\u20099:00\u202fPM', 'Friday: 5:30\u202fAM\u2009\u20097:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009\u20091:00\u202fPM', 'Sunday: 8:30\u202fAM\u2009\u20092:00\u202fPM']",87.0
ChIJWUhOtqi1RIYR5mxo3OlS1LE,Central Athlete,"1023 Springdale Rd building 9b, Austin, TX 78721, United States",30.2669122,-97.6927887,5.0,30.0,78721,"['Monday: 5:00\u202fAM\u2009\u200910:00\u202fPM', 'Tuesday: 5:00\u202fAM\u2009\u200910:00\u202fPM', 'Wednesday: 5:00\u202fAM\u2009\u200910:00\u202fPM', 'Thursday: 5:00\u202fAM\u2009\u200910:00\u202fPM', 'Friday: 5:00\u202fAM\u2009\u200910:00\u202fPM', 'Saturday: 5:00\u202fAM\u2009\u200910:00\u202fPM', 'Sunday: 5:00\u202fAM\u2009\u200910:00\u202fPM']",119.0
ChIJMUq-wAq1RIYRGFv2zSSc3oA,Orangetheory Fitness,"401 W 3rd St, Austin, TX 78701, United States",30.2661236,-97.7477057,4.9,126.0,78701,"['Monday: 5:00\u202fAM\u2009\u20098:00\u202fPM', 'Tuesday: 5:00\u202fAM\u2009\u20098:00\u202fPM', 'Wednesday: 5:00\u202fAM\u2009\u20098:00\u202fPM', 'Thursday: 5:00\u202fAM\u2009\u20098:00\u202fPM', 'Friday: 5:00\u202fAM\u2009\u20096:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009\u20092:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009\u20092:00\u202fPM']",87.0
ChIJZW7ZF7w0W4YR6xDqTgygRtw,Anytime Fitness,"7300 Fm 2222 #208, Austin, TX 78730, United States",30.3719319,-97.8020059,4.1,33.0,78730,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",168.0
ChIJO2DDHBK1RIYRdJxB2BxVCCg,Life Time,"907 W 5th St, Austin, TX 78703, United States",30.269586,-97.7538086,4.1,128.0,78703,"['Monday: 5:00\u202fAM\u2009\u200910:00\u202fPM', 'Tuesday: 5:00\u202fAM\u2009\u200910:00\u202fPM', 'Wednesday: 5:00\u202fAM\u2009\u200910:00\u202fPM', 'Thursday: 5:00\u202fAM\u2009\u200910:00\u202fPM', 'Friday: 5:00\u202fAM\u2009\u200910:00\u202fPM', 'Saturday: 6:00\u202fAM\u2009\u20097:00\u202fPM', 'Sunday: 6:00\u202fAM\u2009\u20097:00\u202fPM']",111.0
ChIJ80i_rdO0RIYRjCZLgstsFqU,FIT Austin,"2919 Menchaca Rd #200, Austin, TX 78704, United States",30.2420288,-97.7813856,4.9,51.0,78704,"['Monday: 6:00\u202fAM\u2009\u20091:00\u202fPM, 6:00\u2009\u20097:00\u202fPM', 'Tuesday: 5:00\u202fAM\u2009\u20091:00\u202fPM, 6:00\u2009\u20097:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009\u20091:00\u202fPM, 6:00\u2009\u20097:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009\u20091:00\u202fPM, 6:00\u2009\u20097:00\u202fPM', 'Friday: 6:00\u202fAM\u2009\u20091:00\u202fPM', 'Saturday: 8:00\u2009\u200911:00\u202fAM', 'Sunday: 9:00\u2009\u200910:00\u202fAM']",44.0
ChIJ3UKQkOUzW4YR89KDbAW-ioM,Orangetheory Fitness,"7301 N FM 620 #175, Austin, TX 78730, United States",30.4054479,-97.8509827,4.7,54.0,78730,"['Monday: 5:00\u202fAM\u2009\u20098:00\u202fPM', 'Tuesday: 5:00\u202fAM\u2009\u20098:00\u202fPM', 'Wednesday: 5:00\u202fAM\u2009\u20098:00\u202fPM', 'Thursday: 5:00\u202fAM\u2009\u20098:00\u202fPM', 'Friday: 5:00\u202fAM\u2009\u20098:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009\u20092:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009\u20092:00\u202fPM']",89.0
ChIJWRcrBSPKRIYRC_Ly7M4bU30,Gold's Gym Austin Highland,"6001 Middle Fiskville Rd #100, Austin, TX 78752, United States",30.3226436,-97.7093814,3.9,455.0,78752,"['Monday: 5:00\u202fAM\u2009\u200911:00\u202fPM', 'Tuesday: 5:00\u202fAM\u2009\u200911:00\u202fPM', 'Wednesday: 5:00\u202fAM\u2009\u200911:00\u202fPM', 'Thursday: 5:00\u202fAM\u2009\u200911:00\u202fPM', 'Friday: 5:00\u202fAM\u2009\u200911:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009\u20099:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009\u20099:00\u202fPM']",118.0
ChIJz2pwmO61RIYR_pND8CYKXMw,Dane's Body Shop - Manor Road,"2701 Manor Rd, Austin, TX 78722, United States",30.2847835,-97.7140029,4.9,22.0,78722,"['Monday: 5:30\u202fAM\u2009\u20098:00\u202fPM', 'Tuesday: 6:30\u202fAM\u2009\u20098:00\u202fPM', 'Wednesday: 5:30\u202fAM\u2009\u20098:00\u202fPM', 'Thursday: 6:30\u202fAM\u2009\u20098:00\u202fPM', 'Friday: 5:30\u202fAM\u2009\u20097:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009\u200912:30\u202fPM', 'Sunday: Closed']",85.0
ChIJfadJcDFLW4YRTXGMvist_y8,LA Fitness,"4001 S Lamar Blvd, Austin, TX 78704, United States",30.2348134,-97.7917649,4.0,735.0,78704,"['Monday: 5:00\u202fAM\u2009\u200911:00\u202fPM', 'Tuesday: 5:00\u202fAM\u2009\u200911:00\u202fPM', 'Wednesday: 5:00\u202fAM\u2009\u200911:00\u202fPM', 'Thursday: 5:00\u202fAM\u2009\u200911:00\u202fPM', 'Friday: 5:00\u202fAM\u2009\u200910:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009\u20098:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009\u20098:00\u202fPM']",113.0
